Date,CloseIBOV,CloseDJI,Price,ICB,CarWash
2009-01-02,40244.0,9034.69043,2.322,14233.230261173627,0
2009-01-05,41519.0,8952.889648,2.2365,13896.524465313147,0
2009-01-06,42312.0,9015.099609,2.1695,13822.557683214287,0
2009-01-07,40820.0,8769.700195,2.2725,13803.581150598082,0
2009-01-08,41991.0,8742.459961,2.2955,13877.549904472853,0
2009-01-09,41583.0,8599.179688,2.2519,14131.655606227956,0
2009-01-12,39403.0,8473.969727,2.3157,14148.336399648686,0
2009-01-13,39544.0,8448.55957,2.32,13981.864920385013,0
2009-01-14,37982.0,8200.139648,2.366,14084.6207813559,0
2009-01-15,39151.0,8212.490234,2.355,14200.987768127181,0
2009-01-16,39342.0,8281.219727,2.342,14188.324666935538,0
2009-01-20,37272.0,7949.089844,2.376,14177.4161495185,0
2009-01-21,38543.0,8228.099609,2.337,14245.623780573591,0
2009-01-22,37894.0,8122.799805,2.3207,14302.395516037117,0
2009-01-23,38132.0,8077.560059,2.3302,14425.069884690682,0
2009-01-26,38509.0,8116.029785,2.31,14478.055995001305,0
2009-01-27,38699.0,8174.72998,2.3423,14414.613079392471,0
2009-01-28,40227.0,8375.450195,2.2649,14346.119348612747,0
2009-01-29,39638.0,8149.009765999999,2.2939,14230.041574302459,0
2009-01-30,39301.0,8000.859863,2.32,14217.988679602402,0
2009-02-02,38666.0,7936.75,2.325,14300.714093788403,0
2009-02-03,39747.0,8078.359863,2.308,14170.695145624073,0
2009-02-04,40129.0,7956.660156,2.306,13939.695699649576,0
2009-02-05,41109.0,8063.069823999999,2.286,14079.541680955615,0
2009-02-06,42756.0,8280.589844,2.257,14066.934473751924,0
2009-02-09,42100.0,8270.870117,2.2665,14059.261197863316,0
2009-02-10,41207.0,7888.879883,2.275,13974.601889760635,0
2009-02-11,40846.0,7939.529785,2.2624,13961.159801616834,0
2009-02-12,40501.0,7932.759765999999,2.2955,13873.088726299482,0
2009-02-13,41674.0,7850.410156,2.2555,13858.897991977128,0
2009-02-17,39847.0,7552.600098000001,2.3417,13716.463350710274,0
2009-02-18,39674.0,7555.629883,2.3507,13630.6632607932,0
